Brand,CONDENSER,Coil/Air Handler,FURNACE,AHRI #,Size,SEER2,HSPF2,Finance (Buy-Down),25C Tax Credit
Friedrich,FRA19AY24AJVCA,TCFY2417STANMC,FR962V0703A17M4SCAP,216716350,24000 BTU,18,,Yes,Yes - AC
Friedrich,FRA19AY36AJVCA,TCFY3617STANMC,FR962V0403A17M4SCAP,216716421,36000 BTU,19,,Yes,No
Friedrich,FRA19AY36AJVCA,TCFY3617STANMC,FR962V0603A17M4SCAP,216716430,36000 BTU,19,,Yes,No
Friedrich,FRA19AY36AJVCA,TCFY3617STANMC,FR962V0703A17M4SCAP,216716425,36000 BTU,19,,Yes,No
Friedrich,FRA19AY36AJVCA,TCFY3621MTANMC,FR962V0403A17M4SCAP,216716466,36000 BTU,20,,Yes,Yes - AC
Friedrich,FRA19AY36AJVCA,TCFY3621MTANMC,FR962V0603A17M4SCAP,216716463,36000 BTU,20,,Yes,No
Friedrich,FRA19AY36AJVCA,TCFY3621MTANMC,FR962V0703A17M4SCAP,216716469,36000 BTU,20,,Yes,Yes - AC
Friedrich,FRA19AY36AJVCA,TCFY3621MTANMC,FR962V0855A21M4SCAP,216716472,36000 BTU,19,,Yes,Yes - AC
Friedrich,FRA19AY36AJVCA,TCFY3621STANMC,FR962V0855A21M4SCAP,216716493,36000 BTU,18,,Yes,No
Friedrich,FRA19AY48AJVCA,TCFY4821STANMC,FR962V0855A21M4SCAP,216716544,48000 BTU,18,,Yes,No
Friedrich,FRA19AY48AJVCA,TCFY4821STANMC,FR962V1005A21M4SCAP,216716547,48000 BTU,18,,Yes,No
Friedrich,FRA19AY48AJVCA,TCFY4824MTANMC,FR962V0705A21M4SCAP,216716528,48000 BTU,19,,Yes,Yes - AC
Friedrich,FRA19AY48AJVCA,TCFY4824MTANMC,FR962V0855A21M4SCAP,216716538,48000 BTU,19,,Yes,No
Friedrich,FRA19AY48AJVCA,TCFY4824MTANMC,FR962V1005A21M4SCAP,216716509,48000 BTU,19,,Yes,Yes - AC
Friedrich,FRA19AY48AJVCA,TCFY4824MTANMC,FR962V1155A24M4SCAP,216716540,48000 BTU,20,,Yes,Yes - AC
Friedrich,FRA19AY48AJVCA,TCFY4824STANMC,FR962V1155A24M4SCAP,216716519,48000 BTU,19,,Yes,No
Friedrich,FRA19AY60AJVCA,TCFY6021STAAMC,FR962V0855A21M4SCAP,216050659,60000 BTU,16,,Yes,No
Friedrich,FRA19AY60AJVCA,TCFY6021STAAMC,FR962V1005A21M4SCAP,216050680,60000 BTU,16,,Yes,No
Friedrich,FRA19AY60AJVCA,TCFY6024STANMC,FR962V1155A24M4SCAP,216716566,60000 BTU,17,,Yes,No
Friedrich,FRA19AY24AJVCA,TCFY2417STANMC,FR98MV0603A17UPSGAP,216716325,24000 BTU,18,,Yes,Yes
Friedrich,FRA19AY24AJVCA,TCFY2417STANMC,FR98MV0703A17UPSGAP,216716398,24000 BTU,18,,Yes,Yes
Friedrich,FRA19AY36AJVCA,TCFY3617STANMC,FR98MV0603A17UPSGAP,216716423,36000 BTU,19,,Yes,Yes - Furn
Friedrich,FRA19AY36AJVCA,TCFY3617STANMC,FR98MV0703A17UPSGAP,216716428,36000 BTU,19,,Yes,Yes - Furn
Friedrich,FRA19AY36AJVCA,TCFY3621MTANMC,FR98MV0855A21UPSGAP,216716473,36000 BTU,20,,Yes,Yes
Friedrich,FRA19AY36AJVCA,TCFY3621MTANMC,FR98MV1005A21UPSGAP,216716462,36000 BTU,20,,Yes,Yes
Friedrich,FRA19AY36AJVCA,TCFY3621STANMC,FR98MV1005A21UPSGAP,216716479,36000 BTU,19,,Yes,Yes - Furn
Friedrich,FRA19AY48AJVCA,TCFY4821STANMC,FR98MV0855A21UPSGAP,216716541,48000 BTU,19,,Yes,Yes - Furn
Friedrich,FRA19AY48AJVCA,TCFY4821STANMC,FR98MV1005A21UPSGAP,216716520,48000 BTU,19,,Yes,Yes - Furn
Friedrich,FRA19AY48AJVCA,TCFY4824MTANMC,FR98MV0855A21UPSGAP,216716513,48000 BTU,20,,Yes,Yes
Friedrich,FRA19AY48AJVCA,TCFY4824MTANMC,FR98MV1155A24UPSGAP,216716517,48000 BTU,20,,Yes,Yes
Friedrich,FRA19AY48AJVCA,TCFY4824STANMC,FR98MV1155A24UPSGAP,216716536,48000 BTU,19,,Yes,Yes - Furn
Friedrich,FRA19AY60AJVCA,TCFY6021STAAMC,FR98MV0855A21UPSGAP,216050689,60000 BTU,17,,Yes,Yes - Furn
Friedrich,FRA19AY60AJVCA,TCFY6021STAAMC,FR98MV1005A21UPSGAP,216050685,60000 BTU,17,,Yes,Yes - Furn
Friedrich,FRA19AY60AJVCA,TCFY6024STANMC,FR98MV1155A24UPSGAP,216716580,60000 BTU,17,,Yes,Yes - Furn
