Brand,CONDENSER,Coil/Air Handler,FURNACE,AHRI #,Size,SEER2,HSPF2,Finance (Buy-Down),25C Tax Credit
Friedrich,FRA13NY36AJ1N,TCFY3621STANM,FR962V1005A21M4,214793560,36000 BTU,13.4,,Yes - Furn w/Econet,No
Friedrich,FRA13NY36AJ1N,TCFY3624MTANM,FR962V1155A24M4,214793355,36000 BTU,15.2,,Yes - Furn w/Econet,No
Friedrich,FRA13NY42AJ1N,TCFY4821STANM,FR962V0705A21M4,214795067,42000 BTU,13.4,,Yes - Furn w/Econet,No
Friedrich,FRA13NY42AJ1N,TCFY4821STANM,FR962V0855A21M4,214795100,42000 BTU,13.4,,Yes - Furn w/Econet,No
Friedrich,FRA13NY42AJ1N,TCFY4821STANM,FR962V1005A21M4,214795070,42000 BTU,13.4,,Yes - Furn w/Econet,No
Friedrich,FRA13NY42AJ1N,TCFY4824STANM,FR962V1155A24M4,214795836,42000 BTU,13.4,,Yes - Furn w/Econet,No
Friedrich,FRA13NY48AJ1N,TCFY4821STANM,FR962V0705A21M4,214788546,48000 BTU,13.4,,Yes - Furn w/Econet,No
Friedrich,FRA13NY48AJ1N,TCFY4821STANM,FR962V0855A21M4,214788627,48000 BTU,13.4,,Yes - Furn w/Econet,No
Friedrich,FRA13NY48AJ1N,TCFY4821STANM,FR962V1005A21M4,214788960,48000 BTU,13.4,,Yes - Furn w/Econet,No
Friedrich,FRA13NY48AJ1N,TCFY4824STANM,FR962V1155A24M4,214788755,48000 BTU,13.4,,Yes - Furn w/Econet,No
Friedrich,FRA13NY60AJ1N,TCFY6024STANM,FR962V1005A21M4,214787865,60000 BTU,13.4,,Yes - Furn w/Econet,No
Friedrich,FRA13NY60AJ1N,TCFY6024STANM,FR962V1155A24M4,214787866,60000 BTU,13.4,,Yes - Furn w/Econet,No
Friedrich,FRA14AY18AJ1N,TCFY2417STANM,FR962V0403A17M4,215226600,18000 BTU,14.8,,Yes - Furn w/Econet,No
Friedrich,FRA14AY18AJ1N,TCFY2417STANM,FR962V0603A17M4,215226384,18000 BTU,14.8,,Yes - Furn w/Econet,No
Friedrich,FRA14AY18AJ1N,TCFY2417STANM,FR962V0703A17M4,215226705,18000 BTU,14.8,,Yes - Furn w/Econet,No
Friedrich,FRA14AY24BJ1N,TCFY2417STANM,FR962V0403A17M4,216376164,24000 BTU,14.8,,Yes - Furn w/Econet,No
Friedrich,FRA14AY24BJ1N,TCFY2417STANM,FR962V0603A17M4,216376168,24000 BTU,14.3,,Yes - Furn w/Econet,No
Friedrich,FRA14AY24BJ1N,TCFY2417STANM,FR962V0703A17M4,216376214,24000 BTU,14.8,,Yes - Furn w/Econet,No
Friedrich,FRA14AY30AJ1N,TCFY3617STANM,FR962V0403A17M4,215228794,30000 BTU,14.3,,Yes - Furn w/Econet,No
Friedrich,FRA14AY30AJ1N,TCFY3617STANM,FR962V0603A17M4,215228761,30000 BTU,14.3,,Yes - Furn w/Econet,No
Friedrich,FRA14AY30AJ1N,TCFY3617STANM,FR962V0703A17M4,215229007,30000 BTU,14.3,,Yes - Furn w/Econet,No
Friedrich,FRA14AY30AJ1N,TCFY3621STANM,FR962V0705A21M4,216545405,30000 BTU,14.8,,Yes - Furn w/Econet,No
Friedrich,FRA14AY30AJ1N,TCFY3621STANM,FR962V0855A21M4,216545388,30000 BTU,14.3,,Yes - Furn w/Econet,No
Friedrich,FRA14AY30AJ1N,TCFY3621STANM,FR962V1005A21M4,216545400,30000 BTU,14.8,,Yes - Furn w/Econet,No
Friedrich,FRA14AY36AJ1N,TCFY3617STANM,FR962V0403A17M4,215231314,36000 BTU,14.3,,Yes - Furn w/Econet,No
Friedrich,FRA14AY36AJ1N,TCFY3617STANM,FR962V0603A17M4,215231420,36000 BTU,14.8,,Yes - Furn w/Econet,No
Friedrich,FRA14AY36AJ1N,TCFY3617STANM,FR962V0703A17M4,215231407,36000 BTU,15.2,,Yes - Furn w/Econet,No
Friedrich,FRA14AY36AJ1N,TCFY3621STANM,FR962V0705A21M4,216546221,36000 BTU,14.8,,Yes - Furn w/Econet,No
Friedrich,FRA14AY36AJ1N,TCFY3621STANM,FR962V1005A21M4,216716125,36000 BTU,14.8,,Yes - Furn w/Econet,No
Friedrich,FRA14AY36AJ1N,TCFY3624MTANM,FR962V1155A24M4,216716130,36000 BTU,16,,Yes - Furn w/Econet,No
Friedrich,FRA14AY42AJ1N,TCFY4821STANM,FR962V0705A21M4,215232266,42000 BTU,14.3,,Yes - Furn w/Econet,No
Friedrich,FRA14AY42AJ1N,TCFY4821STANM,FR962V0855A21M4,215232177,42000 BTU,14.3,,Yes - Furn w/Econet,No
Friedrich,FRA14AY42AJ1N,TCFY4821STANM,FR962V1005A21M4,215232282,42000 BTU,14.3,,Yes - Furn w/Econet,No
Friedrich,FRA14AY42AJ1N,TCFY4824STANM,FR962V1155A24M4,215232236,42000 BTU,15.2,,Yes - Furn w/Econet,No
Friedrich,FRA14AY48AJ1N,TCFY4824STANM,FR962V1155A24M4,215359061,48000 BTU,13.8,,Yes - Furn w/Econet,No
